customer_id,age,income_inr,credit_score,loan_amount_inr,tenure_months,interest_rate,existing_emis,dependents,experience_years,city,job_type,education_level,marital_status,loan_purpose,has_credit_card,has_vehicle,default
103930,55,61116.65,741.0,197642.64,36,24.59,2,4,20,Mumbai,Freelancer,Diploma,Divorced,Car,Yes,No,1
113578,53,64665.23,326.0,160929.02,6,13.26,1,3,1,Delhi,Freelancer,Diploma,Married,Medical,No,No,1
108051,19,64495.77,304.0,428352.71,48,22.18,0,1,24,Mumbai,Unemployed,PhD,Married,Medical,No,No,1
104064,55,71523.6,580.0,466138.01,12,14.75,0,5,12,Delhi,,PhD,Married,Education,No,Yes,1
118210,38,77919.58,846.0,327957.79,48,23.82,0,4,17,Jaipur,Business,Diploma,Married,Personal,Yes,No,0
100356,48,48806.15,,237691.45,48,10.41,0,0,11,Pune,Unemployed,HighSchool,Single,Medical,Yes,No,1
117020,30,42597.42,556.0,248509.28,12,19.82,0,4,0,Delhi,Salaried,HighSchool,Married,Travel,No,Yes,1
122036,33,29215.86,666.0,132206.01,24,20.9,0,4,26,Hyderabad,Student,Bachelors,Single,Home,No,Yes,0
116989,26,37279.77,681.0,222595.15,60,20.15,3,5,16,Hyderabad,Student,Bachelors,Married,Travel,Yes,Yes,1
110166,39,15175.77,755.0,62476.33,36,25.3,2,5,17,Bangalore,Salaried,Diploma,Single,Travel,Yes,No,1
124865,26,82613.46,546.0,103537.66,60,21.96,1,5,1,Jaipur,Business,Masters,Single,Home,No,No,1
119617,54,84679.41,586.0,222581.19,24,12.83,2,2,29,Jaipur,Salaried,Diploma,Divorced,Education,Yes,Yes,1
109801,47,33209.31,319.0,205252.96,24,25.39,0,1,33,Pune,Unemployed,PhD,Divorced,Personal,No,No,1
129906,46,62036.56,457.0,191909.98,48,14.62,0,1,31,Pune,Salaried,Masters,Divorced,Medical,Yes,Yes,1
124787,25,61908.78,318.0,141662.72,36,7.8,3,1,35,Hyderabad,Business,Masters,Married,Education,No,No,1
107341,56,51855.53,396.0,94467.06,36,26.51,0,5,16,Delhi,Unemployed,Masters,Married,Personal,Yes,No,1
108079,51,85040.07,740.0,235185.29,24,11.39,2,0,30,Chennai,Student,Masters,Divorced,Education,No,No,1
122961,19,,486.0,169971.11,6,20.58,3,4,38,Hyderabad,Freelancer,Bachelors,Single,Car,No,No,0
102115,33,62811.05,456.0,263279.11,60,21.79,0,1,28,Pune,Student,Bachelors,Divorced,Medical,No,No,1
120050,22,35840.05,726.0,408088.88,60,22.33,0,4,0,Chennai,Business,,Single,Car,No,Yes,1
103879,61,18946.54,348.0,107265.25,48,23.4,1,1,29,Bangalore,Freelancer,,Married,Home,Yes,No,1
108040,24,65491.88,481.0,5000.0,24,21.38,2,2,22,Bangalore,Business,Bachelors,Divorced,Travel,Yes,No,1
124498,51,35532.69,655.0,162183.69,48,20.88,2,0,34,Mumbai,Freelancer,Masters,Divorced,Business,No,No,1
116225,36,50267.91,309.0,265557.68,48,17.09,1,5,1,Kolkata,Business,PhD,Divorced,Travel,No,No,1
119725,36,79670.21,593.0,93419.7,60,15.94,1,1,27,Mumbai,Freelancer,HighSchool,Married,Car,No,No,0
108687,18,30038.1,768.0,129821.77,6,18.15,1,1,28,Pune,Freelancer,HighSchool,Divorced,Travel,No,Yes,1
122090,35,32812.73,493.0,5000.0,24,12.97,2,3,16,Bangalore,Salaried,Bachelors,Married,Personal,No,No,0
106048,40,48327.06,682.0,435621.14,18,19.23,1,4,15,Bangalore,Salaried,Masters,Divorced,Business,Yes,Yes,1
106650,32,66304.02,575.0,308420.67,36,11.96,2,4,6,Delhi,Unemployed,HighSchool,Divorced,Car,Yes,No,1
106964,64,71108.12,,231939.24,18,7.23,2,2,3,Kolkata,Business,HighSchool,Divorced,Medical,Yes,No,1
117872,25,69555.0,366.0,137288.06,60,23.44,1,3,11,Pune,Student,,Divorced,Travel,Yes,Yes,1
125142,44,,692.0,160579.18,12,19.42,1,4,31,Pune,Salaried,PhD,Divorced,Home,Yes,Yes,1
101356,40,50381.69,755.0,275733.19,12,24.32,3,3,24,Hyderabad,Business,HighSchool,Married,Travel,No,No,1
118075,24,34248.04,819.0,173205.49,60,10.95,1,0,7,Pune,Freelancer,Masters,Married,Education,Yes,No,1
129142,20,70786.95,787.0,429468.25,18,19.16,0,2,27,Bangalore,Unemployed,Masters,Single,Medical,No,No,1
104973,48,81382.68,437.0,315301.73,6,17.02,3,3,13,Bangalore,Salaried,Diploma,Married,Home,No,No,1
102252,21,69809.51,312.0,191369.16,12,17.71,1,0,21,Chennai,Salaried,Diploma,Married,Travel,No,No,1
123033,53,74800.9,379.0,91478.44,12,8.22,0,4,28,Jaipur,Business,Bachelors,Divorced,Car,No,No,1
129877,61,39854.42,304.0,398411.7,60,11.97,0,5,5,Kolkata,Salaried,PhD,Single,Home,Yes,Yes,1
102789,30,28755.97,539.0,172738.07,24,15.79,1,0,9,Pune,Freelancer,HighSchool,Single,Business,No,No,1
103953,37,72768.09,592.0,478087.25,60,10.29,2,4,32,Bangalore,Salaried,Bachelors,Divorced,Travel,No,Yes,1
116563,49,54443.88,862.0,364370.52,48,11.88,3,1,11,Jaipur,Salaried,HighSchool,Divorced,Education,Yes,Yes,1
102085,25,66219.44,327.0,237484.49,60,13.01,3,5,6,Hyderabad,Salaried,Bachelors,Single,Personal,No,Yes,1
108815,52,44475.75,777.0,54942.31,48,25.38,3,1,27,Chennai,Student,Diploma,Single,Medical,No,Yes,1
129495,56,77534.42,665.0,5000.0,6,20.85,1,3,31,Jaipur,Student,PhD,Single,Medical,No,No,1
125192,49,38984.32,720.0,526268.23,12,19.73,3,0,25,Jaipur,Freelancer,Masters,Single,Car,Yes,Yes,1
117236,60,,849.0,119348.42,12,21.22,2,1,6,Bangalore,Freelancer,PhD,Divorced,Car,Yes,Yes,1
126306,20,69653.91,548.0,120519.33,12,26.8,2,0,39,Hyderabad,Business,PhD,Single,Car,No,No,0
116813,45,38688.94,677.0,301725.68,6,20.67,1,4,33,Bangalore,Freelancer,Diploma,Single,Education,No,Yes,1
108158,38,51562.84,800.0,191790.4,36,21.14,1,4,2,Chennai,Unemployed,Bachelors,Married,Business,No,No,1
108966,46,44303.49,743.0,273106.33,6,15.68,1,0,12,Kolkata,Freelancer,Masters,Single,Home,No,Yes,1
115931,23,70500.02,787.0,290274.86,48,22.4,1,2,14,Pune,Freelancer,PhD,Divorced,Car,No,No,1
121846,38,73920.66,714.0,135976.56,18,21.83,1,4,7,Kolkata,Unemployed,PhD,Married,Medical,Yes,Yes,1
110134,44,56903.71,830.0,279465.17,18,10.57,1,3,6,Hyderabad,Unemployed,PhD,Divorced,Education,No,Yes,1
108184,60,45880.25,503.0,287578.23,6,17.46,3,2,22,Chennai,Salaried,Masters,Divorced,Medical,Yes,Yes,1
126337,41,75881.01,564.0,465993.01,24,12.33,1,0,18,Jaipur,Salaried,Diploma,Married,Personal,No,No,1
115426,35,37297.5,642.0,149490.07,6,11.24,1,3,12,Kolkata,Student,PhD,Single,Education,Yes,No,1
121851,32,33741.18,829.0,5000.0,36,27.0,1,4,9,Jaipur,Student,PhD,Divorced,Travel,Yes,No,1
119704,51,106417.52,441.0,103243.57,36,23.34,2,5,4,Bangalore,Freelancer,HighSchool,Divorced,Home,No,Yes,1
122142,48,33162.52,552.0,176665.19,12,14.66,2,2,24,Delhi,Unemployed,PhD,Married,Education,Yes,Yes,1
122099,49,56887.71,794.0,208946.5,18,25.2,1,4,22,Bangalore,Business,Masters,Single,Education,No,No,1
122485,61,20284.58,612.0,66843.14,36,7.98,0,4,33,Jaipur,Salaried,Masters,Divorced,Business,No,Yes,0
122768,23,55798.06,533.0,99038.0,36,14.28,4,5,0,Jaipur,Student,Diploma,Married,Car,No,No,1
102704,38,21904.94,795.0,209888.43,60,15.92,1,4,24,Delhi,Business,Diploma,Single,Car,Yes,Yes,1
108670,58,62662.45,662.0,221799.02,6,13.36,2,3,1,Kolkata,Unemployed,PhD,Single,Medical,Yes,Yes,1
123904,21,82920.55,396.0,378913.0,6,17.84,2,3,21,Hyderabad,Student,,Single,Business,Yes,Yes,1
103433,27,49155.97,846.0,492916.83,48,25.45,2,0,9,Jaipur,Student,HighSchool,Married,Education,No,No,1
109363,55,54021.64,724.0,71502.72,48,18.9,0,2,8,Kolkata,Student,Bachelors,Married,Education,Yes,No,1
110594,33,74567.1,476.0,7038.55,36,25.87,1,0,12,Jaipur,Unemployed,Bachelors,Divorced,Medical,No,No,1
126512,37,67949.7,866.0,199732.28,6,26.19,0,5,37,Chennai,Freelancer,Diploma,Married,Home,Yes,No,0
106316,29,35976.49,311.0,276402.57,18,10.7,1,5,27,Bangalore,Student,PhD,Married,Education,Yes,No,1
100218,23,64180.68,480.0,408242.88,18,24.4,2,0,26,Jaipur,Student,PhD,Divorced,Business,Yes,No,1
127969,49,18474.31,645.0,239711.96,60,7.36,1,3,3,Chennai,Business,Diploma,Married,Medical,Yes,No,1
119961,62,59102.05,521.0,5000.0,6,21.16,0,0,25,Pune,Business,Bachelors,Divorced,Car,Yes,No,1
118573,39,89353.86,537.0,30044.21,18,19.5,4,1,21,Jaipur,Unemployed,,Divorced,Business,No,Yes,1
100408,54,69180.87,553.0,258001.95,60,16.87,1,4,16,Bangalore,Business,HighSchool,Divorced,Home,Yes,Yes,1
102655,25,17370.27,368.0,564323.92,18,7.46,1,2,15,Mumbai,Unemployed,HighSchool,Divorced,Business,No,No,1
124821,49,55543.72,595.0,284505.8,36,23.96,1,1,11,Kolkata,Freelancer,HighSchool,Married,Medical,Yes,No,1
114115,23,70880.85,436.0,177698.1,6,7.12,3,1,13,Delhi,Student,Masters,Divorced,Business,No,No,1
129069,20,75375.08,619.0,15058.71,60,25.08,3,2,3,Hyderabad,Salaried,Bachelors,Married,Business,Yes,Yes,1
112832,18,37807.33,331.0,100823.89,18,13.85,3,4,27,Hyderabad,Business,PhD,Divorced,Personal,No,Yes,1
111012,31,45501.66,757.0,129396.03,24,10.21,1,1,38,Hyderabad,Salaried,Bachelors,Single,Car,No,No,0
112715,59,8000.0,339.0,282925.68,12,8.67,2,5,13,Kolkata,Business,PhD,Divorced,Personal,No,No,1
122398,64,62180.18,884.0,347779.83,18,18.76,0,4,30,Pune,Student,Diploma,Married,Travel,Yes,Yes,1
108721,44,38229.9,637.0,311053.05,36,18.81,3,5,24,Chennai,Business,Bachelors,Single,Home,Yes,Yes,1
114505,37,70317.19,624.0,226684.92,24,7.05,1,4,24,Bangalore,Salaried,Bachelors,Divorced,Home,No,No,1
121014,54,66484.53,769.0,285133.85,18,15.73,1,3,7,Delhi,Freelancer,,Divorced,Travel,Yes,Yes,1
111513,30,69004.56,669.0,5000.0,48,11.01,3,3,28,Mumbai,Salaried,Bachelors,Divorced,Personal,Yes,No,1
100023,38,70242.87,701.0,436437.87,24,9.52,1,0,28,Jaipur,Student,Bachelors,Single,Medical,No,No,1
126322,38,39914.37,505.0,5000.0,36,7.8,1,5,33,Delhi,Salaried,Masters,Divorced,Education,Yes,Yes,1
115039,22,90914.78,546.0,248466.61,12,12.53,2,2,15,Bangalore,Student,Masters,Divorced,Car,Yes,Yes,1
105180,41,81463.19,664.0,5000.0,36,10.64,1,4,24,Hyderabad,Student,PhD,Divorced,Medical,Yes,No,1
119144,46,40150.78,519.0,102980.17,60,8.35,2,3,8,Hyderabad,Freelancer,Diploma,Married,Home,Yes,Yes,0
107046,23,40331.92,569.0,170676.0,48,27.98,2,5,1,Pune,Freelancer,Diploma,Divorced,Business,No,Yes,1
122041,18,33730.59,,229435.76,48,21.15,1,0,15,Kolkata,Student,Masters,Married,Personal,Yes,Yes,1
119589,57,57768.66,808.0,155905.78,18,12.51,2,5,20,Delhi,Student,Bachelors,Married,Medical,No,No,1
106018,62,33416.27,766.0,289682.05,12,18.75,3,0,8,Mumbai,Salaried,PhD,Divorced,Education,Yes,Yes,1
121301,51,,439.0,127104.69,36,21.14,3,1,34,Kolkata,Student,HighSchool,Divorced,Medical,Yes,No,1
129360,56,38685.86,500.0,139906.71,48,11.61,0,3,10,Kolkata,Freelancer,HighSchool,Divorced,Personal,No,Yes,1
126208,45,32002.2,823.0,279431.18,24,7.1,2,2,16,Delhi,Unemployed,PhD,Married,Home,Yes,No,1
110930,29,42724.51,810.0,377872.94,36,10.37,1,5,16,Delhi,Freelancer,Bachelors,Divorced,Personal,No,No,1
127803,57,87246.58,633.0,5000.0,6,23.6,1,3,21,Kolkata,Salaried,Bachelors,Divorced,Travel,Yes,Yes,1
111242,50,40107.88,597.0,317184.95,24,15.26,1,1,10,Jaipur,Business,Bachelors,Divorced,Education,No,Yes,1
112805,20,44570.04,580.0,237906.45,18,8.91,1,5,39,Jaipur,Unemployed,HighSchool,Single,Business,Yes,No,1
104099,42,14188.46,740.0,166656.12,60,10.61,0,5,20,Hyderabad,Business,HighSchool,Divorced,Medical,Yes,Yes,1
115731,25,69456.92,529.0,112084.71,12,19.7,5,3,30,Kolkata,Freelancer,Bachelors,Single,Home,Yes,No,0
119515,20,79856.97,757.0,156834.4,36,14.54,1,4,32,Mumbai,Freelancer,HighSchool,Divorced,Medical,Yes,No,1
107131,60,8000.0,679.0,271853.09,18,17.09,2,2,10,Delhi,Student,PhD,Divorced,Home,Yes,Yes,1
126465,32,49347.78,835.0,156170.5,48,25.45,0,3,36,Chennai,Unemployed,Masters,Married,Business,Yes,Yes,1
112890,41,52590.11,529.0,153453.98,60,19.4,0,5,23,Kolkata,Unemployed,Bachelors,Single,Travel,No,No,0
119335,25,40406.49,874.0,428165.04,60,12.83,1,4,5,Chennai,Salaried,HighSchool,Single,Travel,No,Yes,1
114018,33,64353.47,856.0,146990.04,12,21.98,3,3,32,Bangalore,Unemployed,PhD,Divorced,Medical,No,No,1
116219,51,15319.23,846.0,121666.62,48,24.48,1,2,18,Bangalore,Salaried,PhD,Single,Business,Yes,Yes,1
129184,44,,334.0,372832.65,36,13.28,3,4,33,Jaipur,Student,HighSchool,Single,Business,Yes,Yes,1
101276,21,55018.05,599.0,191723.37,18,12.48,1,3,32,Pune,Freelancer,PhD,Divorced,Medical,Yes,Yes,1
111146,39,58097.02,390.0,380740.83,24,26.14,4,5,4,Jaipur,Business,Bachelors,Divorced,Education,Yes,Yes,1
128766,22,49807.49,403.0,366463.26,48,7.03,3,2,35,Kolkata,Business,Bachelors,Married,Car,No,No,0
128835,25,8000.0,658.0,177282.0,36,16.74,2,5,36,Kolkata,Business,HighSchool,Single,Car,Yes,Yes,1
118671,48,57820.21,509.0,5000.0,48,8.76,1,2,28,Pune,Business,HighSchool,Married,Education,Yes,Yes,1
111915,39,50299.91,512.0,408575.51,6,26.23,2,2,17,Jaipur,Unemployed,PhD,Single,Home,Yes,No,1
102577,62,64315.15,743.0,28089.67,36,22.27,2,0,15,Bangalore,Business,Diploma,Married,Car,Yes,No,1
116561,38,19836.93,827.0,578657.6,24,18.12,3,2,35,Jaipur,Salaried,HighSchool,Divorced,Home,No,No,1
105019,38,68003.11,793.0,5000.0,6,21.66,3,5,0,Mumbai,Salaried,Masters,Single,Business,No,No,0
110827,31,72084.07,434.0,339841.08,24,15.58,1,4,15,Hyderabad,Business,Diploma,Single,Travel,Yes,No,1
112405,54,42317.77,749.0,5000.0,6,20.84,1,4,3,,Salaried,Masters,Married,Education,Yes,Yes,1
112481,50,85197.36,501.0,108106.45,36,7.1,0,5,30,Bangalore,Salaried,Diploma,Divorced,Personal,No,Yes,1
109285,59,82389.58,406.0,171852.12,18,19.74,4,1,1,Jaipur,Freelancer,HighSchool,Divorced,Medical,Yes,No,1
106750,35,,675.0,113825.08,48,22.02,1,3,29,Bangalore,Unemployed,Bachelors,Single,Education,No,No,1
110500,30,32770.66,651.0,231395.35,12,13.89,1,5,20,Hyderabad,Salaried,Diploma,Single,Medical,Yes,No,1
109529,54,68150.88,660.0,177073.78,36,19.25,2,2,31,Delhi,Business,Masters,Single,Personal,No,Yes,1
113496,53,30417.79,817.0,113361.18,36,14.95,1,5,4,Kolkata,Freelancer,Bachelors,Single,Medical,Yes,Yes,1
125195,63,83050.01,334.0,215295.01,60,20.02,3,1,27,Mumbai,Salaried,HighSchool,Single,Travel,No,Yes,1
120200,29,84154.62,590.0,358378.86,24,22.53,0,5,33,Hyderabad,Unemployed,Diploma,Divorced,Business,No,Yes,1
118490,25,96304.12,340.0,411790.44,6,12.8,2,0,24,Delhi,Student,HighSchool,Single,Car,Yes,Yes,1
124421,51,74508.74,844.0,342527.82,60,27.97,1,1,3,Hyderabad,Student,PhD,Married,Personal,No,Yes,1
116357,20,31116.95,579.0,126770.48,24,10.95,2,3,0,Jaipur,Freelancer,HighSchool,Married,Medical,No,Yes,1
111895,35,70574.34,485.0,35005.02,60,20.99,0,2,38,Pune,Salaried,,Divorced,Personal,Yes,Yes,1
105549,33,,795.0,448115.87,48,22.37,2,4,25,Delhi,Freelancer,Masters,Married,Car,No,Yes,1
103794,48,,351.0,157937.02,12,27.15,1,0,23,Chennai,Business,Diploma,Single,Travel,Yes,No,1
100102,28,119591.45,758.0,5389.43,24,24.28,1,5,27,Kolkata,Freelancer,HighSchool,Divorced,Car,Yes,Yes,1
107204,60,,593.0,5000.0,36,23.67,1,2,27,Chennai,Freelancer,Bachelors,Divorced,Medical,No,Yes,0
102332,53,82044.84,,371165.12,60,8.22,0,4,39,,Salaried,PhD,Divorced,Personal,No,No,1
101261,54,51267.04,807.0,131098.25,36,17.52,3,3,6,Kolkata,Business,PhD,Single,Home,No,No,0
123366,50,19846.51,709.0,291707.76,60,24.39,3,4,13,Kolkata,Unemployed,Masters,Married,Personal,Yes,Yes,1
123965,50,82499.8,499.0,268170.77,24,12.48,2,0,35,Bangalore,Freelancer,HighSchool,Divorced,Business,No,Yes,1
115568,64,83205.75,816.0,155704.1,6,23.97,4,4,37,Bangalore,Student,Masters,Divorced,Personal,No,No,1
129997,59,38646.84,379.0,255983.72,18,15.07,1,2,31,Jaipur,Student,Diploma,Divorced,Home,Yes,No,1
123583,33,14203.89,815.0,272274.36,60,22.83,1,1,36,Chennai,Business,Diploma,Divorced,Medical,No,Yes,1
128079,28,80067.48,690.0,81629.62,6,10.39,1,5,17,Hyderabad,Business,Masters,Divorced,Car,No,Yes,1
119010,44,37523.17,617.0,181272.76,36,24.03,2,3,7,Jaipur,Salaried,HighSchool,Single,Car,No,Yes,1
100668,37,83278.85,864.0,338052.04,36,23.51,1,1,13,Kolkata,Salaried,Diploma,Single,Medical,No,Yes,1
114401,39,85608.42,489.0,210899.18,24,11.17,2,1,24,Mumbai,Business,HighSchool,Single,Medical,No,Yes,1
126412,31,,635.0,390897.15,12,16.73,4,1,22,Kolkata,Unemployed,HighSchool,Married,Home,No,Yes,1
120243,63,37640.52,474.0,145252.44,60,10.06,3,0,39,Pune,Unemployed,PhD,Single,Home,No,No,1
122470,59,43441.08,595.0,447896.03,48,7.56,2,5,24,Kolkata,Freelancer,Bachelors,Married,Travel,Yes,Yes,1
116227,24,69820.78,737.0,134473.52,18,26.31,3,3,12,Bangalore,Unemployed,PhD,Single,Medical,No,Yes,1
115396,18,67855.44,781.0,325204.38,18,19.4,4,0,29,Jaipur,Unemployed,Bachelors,Married,Home,No,No,1
117739,38,38947.67,559.0,463447.5,48,12.37,1,3,38,Delhi,Unemployed,Diploma,Married,Medical,Yes,Yes,1
129341,51,31243.49,684.0,228657.65,36,22.52,2,1,29,Kolkata,Freelancer,HighSchool,Single,Business,No,No,1
100812,41,59090.47,353.0,192477.04,6,7.38,2,0,12,Kolkata,Unemployed,Bachelors,Single,Car,Yes,No,0
124894,33,40328.89,364.0,73016.37,36,24.74,2,4,11,Jaipur,Unemployed,Bachelors,Married,Business,Yes,Yes,1
107449,43,8000.0,642.0,215326.07,24,20.88,2,5,30,Jaipur,Freelancer,HighSchool,Divorced,Business,Yes,No,1
126198,23,74892.13,655.0,42125.41,36,20.26,2,0,29,Bangalore,Unemployed,Bachelors,Married,Medical,No,No,1
116501,53,49100.1,588.0,487106.7,60,17.13,2,5,27,,Business,PhD,Divorced,Personal,No,No,1
108256,40,90864.33,535.0,5000.0,24,20.83,5,3,18,Jaipur,Salaried,PhD,Divorced,Travel,Yes,Yes,1
115723,34,66061.72,733.0,214610.63,48,11.94,3,1,25,Jaipur,Freelancer,PhD,Single,Home,Yes,Yes,1
121970,44,84040.77,428.0,5000.0,48,24.14,0,5,1,Pune,Unemployed,Bachelors,Divorced,Medical,No,No,1
102101,43,68255.02,689.0,136670.53,24,11.56,1,2,37,Chennai,Unemployed,HighSchool,Single,Home,Yes,No,1
124863,62,60900.07,323.0,270660.22,12,16.21,1,5,3,Bangalore,Unemployed,Bachelors,Single,Car,No,No,1
125956,54,85109.1,708.0,68040.21,6,25.06,2,1,21,Jaipur,Freelancer,Diploma,Married,Medical,Yes,No,1
103211,51,59235.11,699.0,5000.0,48,26.45,0,2,26,Delhi,Freelancer,Bachelors,Single,Education,Yes,No,0
109355,46,78905.04,314.0,532546.7,12,10.83,3,5,20,Delhi,Freelancer,HighSchool,Divorced,Travel,No,No,1
128201,56,56071.25,325.0,201109.02,6,9.73,1,1,28,Jaipur,Freelancer,HighSchool,Married,Home,Yes,No,1
119705,45,43352.32,634.0,143852.63,24,8.13,2,4,5,Kolkata,Unemployed,Masters,Married,Education,Yes,No,1
128313,31,37392.09,521.0,109061.68,24,25.75,0,0,18,Hyderabad,Freelancer,Bachelors,Divorced,Home,No,Yes,1
121177,38,64808.14,733.0,267523.36,12,10.69,2,4,19,Hyderabad,Student,PhD,Divorced,Personal,No,Yes,1
123942,39,65372.29,665.0,247051.0,24,13.98,2,2,2,Bangalore,Student,Diploma,Married,Business,Yes,Yes,1
101247,51,63238.09,759.0,283182.88,18,24.37,2,1,38,Pune,Unemployed,HighSchool,Married,Home,Yes,No,1
123622,40,49725.77,,122409.69,36,14.59,4,0,36,Delhi,Salaried,PhD,Single,Education,Yes,No,0
128454,51,53155.5,551.0,254535.51,12,9.03,2,4,21,Mumbai,Student,Diploma,Married,Education,No,Yes,1
111235,25,54068.83,492.0,233792.46,48,25.56,2,5,20,Chennai,Business,HighSchool,Divorced,Car,Yes,No,1
118264,24,66342.96,804.0,195166.45,60,16.43,3,1,22,Hyderabad,Business,,Single,Travel,Yes,Yes,1
103387,61,37247.62,310.0,192045.24,60,26.27,1,1,16,Kolkata,Business,Diploma,Married,Personal,No,Yes,1
125391,22,99593.02,853.0,382678.24,18,26.7,1,1,16,Bangalore,Freelancer,HighSchool,Divorced,Car,Yes,No,1
104069,63,44929.58,596.0,362429.3,24,9.47,3,5,17,Hyderabad,Business,Bachelors,Single,Medical,Yes,No,1
105635,20,59612.29,762.0,205086.14,6,17.67,2,0,37,Jaipur,Business,PhD,Divorced,Car,No,Yes,1
108908,46,49196.06,742.0,289083.03,6,7.65,2,0,2,Pune,Student,Bachelors,Married,Medical,No,No,1
112620,59,45522.23,697.0,367467.27,36,10.06,1,5,31,Kolkata,Student,Masters,Divorced,Home,Yes,No,1
117293,36,21095.74,378.0,653939.93,48,7.15,3,2,33,Hyderabad,Freelancer,PhD,Married,Travel,No,Yes,1
117098,43,71820.63,873.0,146667.09,24,8.29,2,3,19,Delhi,Student,,Divorced,Business,No,Yes,0
108807,41,71358.14,386.0,265605.74,6,13.41,0,3,24,Delhi,Freelancer,HighSchool,Single,Business,Yes,Yes,1
103369,54,32670.83,850.0,369041.62,48,20.46,0,0,20,Bangalore,Salaried,Masters,Married,Personal,Yes,No,1
120182,18,67010.69,608.0,290171.38,6,11.64,0,4,32,Pune,Unemployed,Masters,Married,Medical,Yes,Yes,1
100457,46,18212.72,755.0,52958.3,12,18.72,1,4,10,Kolkata,Business,HighSchool,Divorced,Medical,Yes,No,0
120881,43,89754.25,395.0,368568.66,12,22.76,0,2,18,Delhi,Student,Diploma,Divorced,Car,Yes,No,1
105202,32,,758.0,44977.07,60,23.47,2,2,30,Delhi,Unemployed,HighSchool,Divorced,Medical,Yes,Yes,1
109646,46,90766.49,478.0,79311.32,6,20.09,1,5,4,Bangalore,Unemployed,HighSchool,Married,Travel,Yes,No,1
119547,55,39301.68,508.0,246257.07,24,22.64,3,3,34,Pune,Business,PhD,Single,Car,Yes,Yes,1
103532,20,57648.13,555.0,5000.0,6,11.15,2,2,11,Kolkata,Freelancer,Bachelors,Single,Education,No,Yes,0
111010,33,29615.94,459.0,5000.0,12,19.11,1,0,11,Jaipur,Unemployed,Masters,Divorced,Education,No,Yes,1
129072,28,69091.19,346.0,198343.22,24,12.97,2,1,30,Pune,Unemployed,Diploma,Divorced,Education,Yes,No,1
123824,48,68082.57,447.0,110760.07,12,12.96,1,3,38,Kolkata,Business,Diploma,Single,Personal,No,No,1
128135,27,43505.37,637.0,161048.21,12,15.26,0,5,2,Jaipur,Student,Bachelors,Single,Travel,Yes,Yes,1
129730,46,48680.51,545.0,141956.15,36,15.94,1,2,7,Chennai,Unemployed,HighSchool,Single,Medical,Yes,Yes,1
102334,54,81741.15,571.0,146792.61,6,11.01,3,2,33,Hyderabad,Business,Bachelors,Married,Business,Yes,No,1
101399,36,64836.29,407.0,270777.06,60,21.3,1,5,25,Kolkata,Business,Masters,Divorced,Personal,Yes,No,1
116146,32,62745.75,821.0,47087.78,6,18.77,3,4,23,Mumbai,Unemployed,HighSchool,Divorced,Home,Yes,No,1
109928,58,34525.92,515.0,246128.09,18,23.12,1,3,19,Delhi,Freelancer,Diploma,Single,Car,No,Yes,1
114299,28,86042.45,585.0,89964.54,6,23.09,0,2,32,Jaipur,Student,PhD,Married,Business,No,Yes,1
109198,40,23562.18,769.0,58065.82,48,12.72,2,5,18,Hyderabad,Salaried,HighSchool,Married,Medical,No,Yes,1
114128,27,54883.68,617.0,195773.44,60,10.41,3,5,11,Jaipur,Unemployed,Masters,Married,Car,Yes,Yes,1
128847,32,30914.05,502.0,434355.71,6,10.5,1,3,2,Jaipur,Student,Diploma,Divorced,Personal,Yes,No,1
118438,35,54122.74,897.0,327340.26,12,11.18,3,4,5,Jaipur,Unemployed,Bachelors,Married,Car,Yes,Yes,1
107722,57,61157.7,779.0,5000.0,6,24.78,2,2,11,Kolkata,Salaried,Masters,Married,Home,Yes,No,1
123823,49,62584.26,,352653.11,24,18.03,2,1,16,Hyderabad,Unemployed,Diploma,Married,Education,Yes,No,1
103008,19,63445.68,493.0,650861.66,60,27.41,3,2,14,Hyderabad,Salaried,HighSchool,Married,Car,No,No,1
124719,60,21461.01,527.0,317646.24,60,16.12,1,2,27,Jaipur,Freelancer,HighSchool,Married,Car,Yes,Yes,1
122196,62,48812.99,642.0,249131.91,48,11.01,1,4,10,Chennai,Business,PhD,Married,Medical,No,Yes,0
124424,51,78652.77,,157698.32,48,14.69,2,5,21,Pune,Student,Masters,Divorced,Personal,Yes,Yes,1
118570,64,43991.94,,15053.32,24,10.52,2,5,9,Kolkata,Freelancer,PhD,Married,Travel,No,No,1
113740,20,68367.74,438.0,135886.72,60,21.0,4,4,32,Bangalore,Business,Bachelors,Married,Home,No,Yes,0
126061,36,64617.13,,264092.56,18,20.39,0,1,4,Pune,Student,Bachelors,Divorced,Education,Yes,Yes,1
109485,34,45641.11,731.0,472810.13,24,15.51,4,0,26,Hyderabad,Business,Bachelors,Married,Travel,Yes,Yes,1
106551,24,38940.59,418.0,209447.71,48,22.69,3,0,27,Bangalore,Business,Diploma,Single,Education,Yes,Yes,1
129819,58,26348.44,643.0,388783.37,6,12.35,1,1,15,Chennai,,Masters,Married,Home,Yes,Yes,1
120099,62,58154.49,784.0,57013.14,24,25.39,5,5,26,Pune,Business,Masters,Married,Medical,No,No,1
122593,29,44947.39,766.0,131481.23,24,15.72,0,4,4,Hyderabad,Salaried,PhD,Single,Home,No,Yes,1
